ID,folder_name,video_name,thumbnailname,video_path,text_file_path,image_path,duration,practiceType,createdDate,createdBy,modifiedDate,modifiedBy,isNew,sas_video_path,sas_image_path,sas_text_path,GuidId,notification_msg,health_benefit,safety_cue,IsDeleted
11,Cat Camel,Cat_Camel.mp4,Cat_Camel_Thumbnail.png,exercise-videos/Cat_Camel/Cat_Camel.mp4,exercise-videos/Cat_Camel/Cat_Camel.txt,exercise-videos/Cat_Camel/Cat_Camel_Thumbnail.png,00:00:15,Beginner,2026-01-27 17:53:58,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Cat_Camel/Cat_Camel.mp4?se=2036-01-25T12%3A23%3A57Z&sp=r&sv=2026-02-06&sr=b&sig=dK68ryJ9wzoxmSPmuESH3il/l07QLqLZIS1kwTLuJco%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Cat_Camel/Cat_Camel_Thumbnail.png?se=2036-01-25T12%3A23%3A57Z&sp=r&sv=2026-02-06&sr=b&sig=hpez/qVQ%2BSjn2Nd6ju0ELZJUuU9uQ09eYRqx36wtCmY%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Cat_Camel/Cat_Camel.txt?se=2036-01-25T12%3A35%3A43Z&sp=r&sv=2026-02-06&sr=b&sig=bT%2BpZp9JzSlUndysLkphJ23fzNvQYrrH1vh5KP2dsqQ%3D,6cc9eb09-090c-f111-90e2-0ee5bce07997,Cat–Cow: Improve spinal mobility and reduce back stiffness—tap to start.,Encourages regular physical activity and mobility,Keep a neutral spine and move with control,FALSE
12,Bird Dog Exercise,Bird_Dog_Exercise.mp4,Bird_Dog_Exercise_Thumbnail.png,exercise-videos/Bird_Dog_Exercise/Bird_Dog_Exercise.mp4,exercise-videos/Bird_Dog_Exercise/Bird_Dog_Exercise.txt,exercise-videos/Bird_Dog_Exercise/Bird_Dog_Exercise_Thumbnail.png,00:00:18,Beginner,2026-01-27 17:53:58,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Bird_Dog_Exercise/Bird_Dog_Exercise.mp4?se=2036-01-25T12%3A23%3A58Z&sp=r&sv=2026-02-06&sr=b&sig=qzWH3wkH3BBgM6b1Jnbh6pcYnUSz7xrqwurGXmxc/qI%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Bird_Dog_Exercise/Bird_Dog_Exercise_Thumbnail.png?se=2036-01-25T12%3A23%3A58Z&sp=r&sv=2026-02-06&sr=b&sig=6zizRTcDL5KJSvY422CoBpIzV2nhSonvCFSX01BwaxQ%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Bird_Dog_Exercise/Bird_Dog_Exercise.txt?se=2036-01-25T12%3A35%3A43Z&sp=r&sv=2026-02-06&sr=b&sig=L9a6oR/uhY6WCwLqKrNDXGfNFNdycjTpCNR23ZTtzoU%3D,6dc9eb09-090c-f111-90e2-0ee5bce07997,Bird Dog: Improve core stability and balance—tap to begin.,Enhances core stability and coordination between limbs,Keep hips level and avoid arching the lower back,FALSE
13,Chair Squat,Chair_Squat.mp4,Chair_Squat_Thumbnail.png,exercise-videos/Chair_Squat/Chair_Squat.mp4,exercise-videos/Chair_Squat/Chair_Squat.txt,exercise-videos/Chair_Squat/Chair_Squat_Thumbnail.png,00:00:16,Beginner,2026-01-27 17:54:01,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Chair_Squat/Chair_Squat.mp4?se=2036-01-25T12%3A24%3A00Z&sp=r&sv=2026-02-06&sr=b&sig=d8Sp55AYmu98HrEn0IVgPqlyqOwK5S18057UgEo6EaU%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Chair_Squat/Chair_Squat_Thumbnail.png?se=2036-01-25T12%3A24%3A00Z&sp=r&sv=2026-02-06&sr=b&sig=lhwTYLRcSPx8WkWG2Us0Zh9e15v8vA3KIIlNlJGMqHs%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Chair_Squat/Chair_Squat.txt?se=2036-01-25T12%3A35%3A36Z&sp=r&sv=2026-02-06&sr=b&sig=6KWJ75K3CEEiSQjW3Hmes3FvBhJgy/X0JcQzv%2BXWDtM%3D,6ec9eb09-090c-f111-90e2-0ee5bce07997,Chair Squat: Improve sit-to-stand strength and knee control—tap to begin.,Builds lower body strength and functional mobility,Sit back into your heels and keep chest lifted,FALSE
14,CHILD POSE,CHILD_POSE.mp4,CHILD_POSE_Thumbnail.png,exercise-videos/CHILD_POSE/CHILD_POSE.mp4,exercise-videos/CHILD_POSE/CHILD_POSE.txt,exercise-videos/CHILD_POSE/CHILD_POSE_Thumbnail.png,00:00:15,Beginner,2026-01-27 17:54:07,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/CHILD_POSE/CHILD_POSE.mp4?se=2036-01-25T12%3A24%3A07Z&sp=r&sv=2026-02-06&sr=b&sig=Pw64wegB3P%2BhBVs5SdOlkYXjm38I8xoQCF2Go37Z%2BoM%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/CHILD_POSE/CHILD_POSE_Thumbnail.png?se=2036-01-25T12%3A24%3A07Z&sp=r&sv=2026-02-06&sr=b&sig=a6B3m5tRzxmskmuYDffAb/ORgYIQYLQQOZrgzfKNAMc%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/CHILD_POSE/CHILD_POSE.txt?se=2036-01-25T12%3A35%3A35Z&sp=r&sv=2026-02-06&sr=b&sig=3uh2PhOD5q8oFY0oOzSgCPCXBCZ4Spi7ZjlIfwzl4i4%3D,6fc9eb09-090c-f111-90e2-0ee5bce07997,Child's Pose: Gently stretch your lower back and hips—tap to begin.,Promotes spinal elongation and relaxation of the back and hips,Breathe deeply and relax hips toward your heels,FALSE
15,Chin Tuck,Chin_Tuck.mp4,Chin_Tuck_Thumbnail.png,exercise-videos/Chin_Tuck/Chin_Tuck.mp4,exercise-videos/Chin_Tuck/Chin_Tuck.txt,exercise-videos/Chin_Tuck/Chin_Tuck_Thumbnail.png,00:00:16,Beginner,2026-01-27 17:54:13,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Chin_Tuck/Chin_Tuck.mp4?se=2036-01-25T12%3A24%3A12Z&sp=r&sv=2026-02-06&sr=b&sig=VO5Pi2noWptMoRoYRq6eXKxDB563InqXStMn4cBx/wE%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Chin_Tuck/Chin_Tuck_Thumbnail.png?se=2036-01-25T12%3A24%3A12Z&sp=r&sv=2026-02-06&sr=b&sig=BMsAzfpUeBFWxkWEq9nz7xZMeTLUYSWBcYfMbeGa8rg%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Chin_Tuck/Chin_Tuck.txt?se=2036-01-25T12%3A35%3A35Z&sp=r&sv=2026-02-06&sr=b&sig=qotdklyLCRZrde3ZcfcA6k47xeQy/I7U8OQM26PwwBQ%3D,70c9eb09-090c-f111-90e2-0ee5bce07997,Chin Tucks: Strengthen deep neck flexors and improve head posture—tap to begin.,Improves neck alignment and counters forward head posture,Gently retract your chin and lengthen the back of the neck,FALSE
16,Cobra pose,Cobra_pose.mp4,Cobra_pose_Thumbnail.png,exercise-videos/Cobra_pose/Cobra_pose.mp4,exercise-videos/Cobra_pose/Cobra_pose.txt,exercise-videos/Cobra_pose/Cobra_pose_Thumbnail.png,00:00:17,Beginner,2026-01-27 17:54:14,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Cobra_pose/Cobra_pose.mp4?se=2036-01-25T12%3A24%3A14Z&sp=r&sv=2026-02-06&sr=b&sig=lDyYV07Pzlin9XaYHrfYdKJvg5rsEPOsWIPnoWIFxgQ%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Cobra_pose/Cobra_pose_Thumbnail.png?se=2036-01-25T12%3A24%3A14Z&sp=r&sv=2026-02-06&sr=b&sig=0Y02zRQq59ifj9k6iZjm%2BfwYzMePdtHs82CvaoEX6gs%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Cobra_pose/Cobra_pose.txt?se=2036-01-25T12%3A35%3A34Z&sp=r&sv=2026-02-06&sr=b&sig=jIfDDvs4zVWzpMn0RtwXYRCx4enDKiG46k0/jKDuGLo%3D,71c9eb09-090c-f111-90e2-0ee5bce07997,Cobra Stretch: Extend your spine and open your chest—tap to begin.,Increases thoracic extension and opens the chest,Press pubic bone into mat and lift chest using upper back control,FALSE
17,Crescent Pose,Crescent_Pose.mp4,Crescent_Pose_Thumbnail.png,exercise-videos/Crescent_Pose/Crescent_Pose.mp4,exercise-videos/Crescent_Pose/Crescent_Pose.txt,exercise-videos/Crescent_Pose/Crescent_Pose_Thumbnail.png,00:00:18,Beginner,2026-01-27 17:54:23,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Crescent_Pose/Crescent_Pose.mp4?se=2036-01-25T12%3A24%3A22Z&sp=r&sv=2026-02-06&sr=b&sig=Gz1h0D7nteaN0pEG2aNYq5gwDt0Ltq5YXHbdnQbKGGY%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Crescent_Pose/Crescent_Pose_Thumbnail.png?se=2036-01-25T12%3A24%3A22Z&sp=r&sv=2026-02-06&sr=b&sig=FimX6yAs3zoZFq4%2BLQceCZvPByKum9W7zVJ7qa/SDVw%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Crescent_Pose/Crescent_Pose.txt?se=2036-01-25T12%3A35%3A34Z&sp=r&sv=2026-02-06&sr=b&sig=uOabwTFcgfNqpbtKNd1M0Peu2rjBZu/fVzJ9BltTMUo%3D,72c9eb09-090c-f111-90e2-0ee5bce07997,Crescent Pose (Yoga): Stretch hip flexors while building lower-body balance—tap to begin.,Supports maintaining an active routine and overall mobility,Maintain a neutral spine and control movement without holding breath,FALSE
18,DB Lateral Raise,DB_Lateral_Raise.mp4,DB_Lateral_Raise_Thumbnail.png,exercise-videos/DB_Lateral_Raise/DB_Lateral_Raise.mp4,exercise-videos/DB_Lateral_Raise/DB_Lateral_Raise.txt,exercise-videos/DB_Lateral_Raise/DB_Lateral_Raise_Thumbnail.png,00:00:16,Beginner,2026-01-27 17:54:24,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/DB_Lateral_Raise/DB_Lateral_Raise.mp4?se=2036-01-25T12%3A24%3A23Z&sp=r&sv=2026-02-06&sr=b&sig=tL/bb0UKDXTuqHupgQFElThpnRKCDbzfRy1QhapERQo%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/DB_Lateral_Raise/DB_Lateral_Raise_Thumbnail.png?se=2036-01-25T12%3A24%3A23Z&sp=r&sv=2026-02-06&sr=b&sig=lRvQ19yV8bTcU2GLECEhd4NZq3pgJDP2QJtnNkedf7o%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/DB_Lateral_Raise/DB_Lateral_Raise.txt?se=2036-01-25T12%3A35%3A33Z&sp=r&sv=2026-02-06&sr=b&sig=HdneKpzPmqHE6jHmYb27rudSnhoWFNV0ntyCGtd/RQs%3D,73c9eb09-090c-f111-90e2-0ee5bce07997,Dumbbell Lateral Raise: Strengthen side delts for improved shoulder stability—tap to begin.,Strengthens shoulder abductors and improves lateral shoulder stability,Lead with elbows and lift to shoulder height with slow controlled motion,FALSE
19,Cross-Arm Stretch,Cross-Arm_Stretch.mp4,Cross-Arm_Stretch_Thumbnail.png,exercise-videos/Cross-Arm_Stretch/Cross-Arm_Stretch.mp4,exercise-videos/Cross-Arm_Stretch/Cross-Arm_Stretch.txt,exercise-videos/Cross-Arm_Stretch/Cross-Arm_Stretch_Thumbnail.png,00:00:17,Beginner,2026-01-27 17:54:26,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Cross-Arm_Stretch/Cross-Arm_Stretch.mp4?se=2036-01-25T12%3A24%3A25Z&sp=r&sv=2026-02-06&sr=b&sig=1lilUw5jooIYdXhfkI0sJnXPV%2BWAgzCDgvDbTW2e4KY%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Cross-Arm_Stretch/Cross-Arm_Stretch_Thumbnail.png?se=2036-01-25T12%3A24%3A25Z&sp=r&sv=2026-02-06&sr=b&sig=UZdrxrOKP4ZDT930GNQTqjwJKZ0hAHjVrS3GMgEtPAw%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Cross-Arm_Stretch/Cross-Arm_Stretch.txt?se=2036-01-25T12%3A35%3A33Z&sp=r&sv=2026-02-06&sr=b&sig=iV5y0u0WTRqkhdRcza4Dt8xGWuroHvbj%2BstxvqoDgec%3D,74c9eb09-090c-f111-90e2-0ee5bce07997,Cross-Arm Stretch: Improve shoulder mobility with a controlled cross-body stretch—tap to begin.,Encourages movement variety and helps prevent stiffness from prolonged sitting,Keep shoulders down and back to avoid shrugging during the movement,FALSE
20,DB Shrugs,DB_Shrugs.mp4,DB_Shrugs_Thumbnail.png,exercise-videos/DB_Shrugs/DB_Shrugs.mp4,exercise-videos/DB_Shrugs/DB_Shrugs.txt,exercise-videos/DB_Shrugs/DB_Shrugs_Thumbnail.png,00:00:18,Beginner,2026-01-27 17:54:36,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/DB_Shrugs/DB_Shrugs.mp4?se=2036-01-25T12%3A24%3A35Z&sp=r&sv=2026-02-06&sr=b&sig=wFslPfTtHqVuRVIAd9EChX7YlXiQtbJGtA7LhWaDitk%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/DB_Shrugs/DB_Shrugs_Thumbnail.png?se=2036-01-25T12%3A24%3A35Z&sp=r&sv=2026-02-06&sr=b&sig=pLBBpy7ss0%2BjhztCz/5v4V0yQtgyJ9UCIy0vEDVlbMo%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/DB_Shrugs/DB_Shrugs.txt?se=2036-01-25T12%3A35%3A31Z&sp=r&sv=2026-02-06&sr=b&sig=b7ve/4PjLY6UG8LQuNBwZEEwFHEtSmJHo6kq4XrtGBc%3D,75c9eb09-090c-f111-90e2-0ee5bce07997,Dumbbell Shrugs: Build upper trapezius strength and neck support—tap to begin.,Facilitates gradual mobility gains and supports daily functional movement,Breathe steadily and brace core to protect lower back throughout the exercise,FALSE
21,Dead Bug,Dead_Bug.mp4,Dead_Bug_Thumbnail.png,exercise-videos/Dead_Bug/Dead_Bug.mp4,exercise-videos/Dead_Bug/Dead_Bug.txt,exercise-videos/Dead_Bug/Dead_Bug_Thumbnail.png,00:00:17,Beginner,2026-01-27 17:54:45,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dead_Bug/Dead_Bug.mp4?se=2036-01-25T12%3A24%3A45Z&sp=r&sv=2026-02-06&sr=b&sig=1%2BJziAGFRB6jRc%2ByQ0QBxiIdQpwhhaf27BgVEdJWhcM%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dead_Bug/Dead_Bug_Thumbnail.png?se=2036-01-25T12%3A24%3A45Z&sp=r&sv=2026-02-06&sr=b&sig=/GTes4Vbx7WiYiG3bB6PB/a2iCeUHgcn4R5rkidYEeg%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dead_Bug/Dead_Bug.txt?se=2036-01-25T12%3A35%3A31Z&sp=r&sv=2026-02-06&sr=b&sig=pn4vIIAJVfC5MFRoE8gpVQDOKuZgiQXezIwO1j8z9gI%3D,76c9eb09-090c-f111-90e2-0ee5bce07997,Dead Bug: Improve core stability while protecting your lower back—tap to begin.,Supports overall mobility and functional movement coordination,Keep a neutral spine and avoid rounding,FALSE
22,DB Overhead Tricep Extension,DB_Overhead_Tricep_Extension.mp4,DB_Overhead_Tricep_Extension_Thumbnail.png,exercise-videos/DB_Overhead_Tricep_Extension/DB_Overhead_Tricep_Extension.mp4,exercise-videos/DB_Overhead_Tricep_Extension/DB_Overhead_Tricep_Extension.txt,exercise-videos/DB_Overhead_Tricep_Extension/DB_Overhead_Tricep_Extension_Thumbnail.png,00:00:16,Beginner,2026-01-27 17:54:33,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/DB_Overhead_Tricep_Extension/DB_Overhead_Tricep_Extension.mp4?se=2036-01-25T12%3A24%3A32Z&sp=r&sv=2026-02-06&sr=b&sig=g%2B3M129ZdRfAMWwMcZgFVqX3XP0Ek6fjCmfA22fYd2Q%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/DB_Overhead_Tricep_Extension/DB_Overhead_Tricep_Extension_Thumbnail.png?se=2036-01-25T12%3A24%3A32Z&sp=r&sv=2026-02-06&sr=b&sig=cb%2BuhlRO%2Bfy1uezt3IVLQmwoyuTVCfKAlZif%2BkRKqzo%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/DB_Overhead_Tricep_Extension/DB_Overhead_Tricep_Extension.txt?se=2036-01-25T12%3A35%3A32Z&sp=r&sv=2026-02-06&sr=b&sig=VwqfTk54k8off2zg9DwqZAaHj%2Bnv19VciqUUkCtxveQ%3D,77c9eb09-090c-f111-90e2-0ee5bce07997,Dumbbell Overhead Tricep Extension: Isolate and strengthen your triceps overhead—tap to begin.,Enhances core stability and balance control,Breathe steadily and brace your core,FALSE
23,Dumbbell RDL,Dumbbell_RDL.mp4,Dumbbell_RDL_Thumbnail.png,exercise-videos/Dumbbell_RDL/Dumbbell_RDL.mp4,exercise-videos/Dumbbell_RDL/Dumbbell_RDL.txt,exercise-videos/Dumbbell_RDL/Dumbbell_RDL_Thumbnail.png,00:00:18,Beginner,2026-01-27 17:54:46,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dumbbell_RDL/Dumbbell_RDL.mp4?se=2036-01-25T12%3A24%3A45Z&sp=r&sv=2026-02-06&sr=b&sig=QKHKDxS6dHuZAYzWZPxZ3Zmm/IoObmwF7v2DEMJ9bF4%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dumbbell_RDL/Dumbbell_RDL_Thumbnail.png?se=2036-01-25T12%3A24%3A45Z&sp=r&sv=2026-02-06&sr=b&sig=km3cas3f8J%2BdA0UC1DFzulO7Eq1Hmn0puGZEA04RIKQ%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dumbbell_RDL/Dumbbell_RDL.txt?se=2036-01-25T12%3A35%3A25Z&sp=r&sv=2026-02-06&sr=b&sig=buOTYA8IUK1PSPJJxDxDEa0nZLFxm0asXk1mQjK9aQs%3D,78c9eb09-090c-f111-90e2-0ee5bce07997,Dumbbell Romanian Deadlift: Strengthen hamstrings and reinforce hip hinge mechanics—tap to begin.,Strengthens hamstrings and posterior chain while training hip hinge mechanics,Hinge at hips keeping a neutral spine and soft knees,FALSE
24,Dumbbell Floor Press,Dumbbell_Floor_Press.mp4,Dumbbell_Floor_Press_Thumbnail.png,exercise-videos/Dumbbell_Floor_Press/Dumbbell_Floor_Press.mp4,exercise-videos/Dumbbell_Floor_Press/Dumbbell_Floor_Press.txt,exercise-videos/Dumbbell_Floor_Press/Dumbbell_Floor_Press_Thumbnail.png,00:00:18,Beginner,2026-01-27 17:54:50,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dumbbell_Floor_Press/Dumbbell_Floor_Press.mp4?se=2036-01-25T12%3A24%3A50Z&sp=r&sv=2026-02-06&sr=b&sig=XtGbBrGlHoMQvpIJrirCxk8yOFJxxhfVBbJ5UMNf4v0%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dumbbell_Floor_Press/Dumbbell_Floor_Press_Thumbnail.png?se=2036-01-25T12%3A24%3A50Z&sp=r&sv=2026-02-06&sr=b&sig=AoRMDB6BHHdHLrLwkwpm7oh6Hf5pN0qL5HoSDge6wQM%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dumbbell_Floor_Press/Dumbbell_Floor_Press.txt?se=2036-01-25T12%3A35%3A24Z&sp=r&sv=2026-02-06&sr=b&sig=e/S/upYgJQ7t65vLOPzknXZi3owT4s3dKtlwBxMC8xQ%3D,79c9eb09-090c-f111-90e2-0ee5bce07997,Dumbbell Floor Press: Build chest and triceps strength with joint support—tap to begin.,Builds chest and triceps strength with reduced shoulder strain,Retract shoulder blades and control the descent,FALSE
25,Dumbbell Upright Row,Dumbbell_Upright_Row.mp4,Dumbbell_Upright_Row_Thumbnail.png,exercise-videos/Dumbbell_Upright_Row/Dumbbell_Upright_Row.mp4,exercise-videos/Dumbbell_Upright_Row/Dumbbell_Upright_Row.txt,exercise-videos/Dumbbell_Upright_Row/Dumbbell_Upright_Row_Thumbnail.png,00:00:17,Beginner,2026-01-27 17:54:51,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dumbbell_Upright_Row/Dumbbell_Upright_Row.mp4?se=2036-01-25T12%3A24%3A50Z&sp=r&sv=2026-02-06&sr=b&sig=23UpeWpZGT/cQT3QeSoBFrEd2Hk9afnwbwoIj1f5Nc8%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dumbbell_Upright_Row/Dumbbell_Upright_Row_Thumbnail.png?se=2036-01-25T12%3A24%3A50Z&sp=r&sv=2026-02-06&sr=b&sig=PvvF166O5bG22I54TTDoWzJr%2BXjMhNMEqoKB6ZxYE9U%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Dumbbell_Upright_Row/Dumbbell_Upright_Row.txt?se=2036-01-25T12%3A35%3A23Z&sp=r&sv=2026-02-06&sr=b&sig=qTxv/6C7LyQcwZEP4lwGr4oZo%2BPDVFP%2BXAPFJ4AcECw%3D,7ac9eb09-090c-f111-90e2-0ee5bce07997,Dumbbell Upright Row: Strengthen shoulders and upper traps—tap to begin.,Promotes joint range of motion and movement efficiency,Maintain controlled tempo and avoid jerky movements,FALSE
26,Floor Triceps Dips,Floor_Triceps_Dips.mp4,Floor_Triceps_Dips_Thumbnail.png,exercise-videos/Floor_Triceps_Dips/Floor_Triceps_Dips.mp4,exercise-videos/Floor_Triceps_Dips/Floor_Triceps_Dips.txt,exercise-videos/Floor_Triceps_Dips/Floor_Triceps_Dips_Thumbnail.png,00:00:15,Beginner,2026-01-27 17:54:59,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Floor_Triceps_Dips/Floor_Triceps_Dips.mp4?se=2036-01-25T12%3A24%3A59Z&sp=r&sv=2026-02-06&sr=b&sig=4/ZPEPinDE6IeSgb8KPs7c/uuW4NXM1ufikdLG0Y4Sk%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Floor_Triceps_Dips/Floor_Triceps_Dips_Thumbnail.png?se=2036-01-25T12%3A24%3A59Z&sp=r&sv=2026-02-06&sr=b&sig=/fr1rIQN71Ebp2I53nSTluNqcz9AbPX126scyzWzNag%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Floor_Triceps_Dips/Floor_Triceps_Dips.txt?se=2036-01-25T12%3A35%3A23Z&sp=r&sv=2026-02-06&sr=b&sig=o5xdyTG9mQ6NEc%2B6sLFWBUC7anECdkWVOxG4i0a7/kE%3D,7bc9eb09-090c-f111-90e2-0ee5bce07997,Floor Triceps Dips: Improve arm extension strength using bodyweight—tap to begin.,Supports muscular endurance and sustained physical activity,Keep a neutral spine and avoid overarching the lower back,FALSE
27,Glute Bridge,Glute_Bridge.mp4,Glute_Bridge_Thumbnail.png,exercise-videos/Glute_Bridge/Glute_Bridge.mp4,exercise-videos/Glute_Bridge/Glute_Bridge.txt,exercise-videos/Glute_Bridge/Glute_Bridge_Thumbnail.png,00:00:16,Beginner,2026-01-27 17:55:09,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Glute_Bridge/Glute_Bridge.mp4?se=2036-01-25T12%3A25%3A08Z&sp=r&sv=2026-02-06&sr=b&sig=VC3YFiWat1wGFruvisyWA0id90YNUBNbBoXYuLhihX4%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Glute_Bridge/Glute_Bridge_Thumbnail.png?se=2036-01-25T12%3A25%3A08Z&sp=r&sv=2026-02-06&sr=b&sig=xCQlZmnva9XzO6UggbgIUrevKZ4oQvkmdF4AY54VrLI%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Glute_Bridge/Glute_Bridge.txt?se=2036-01-25T12%3A35%3A22Z&sp=r&sv=2026-02-06&sr=b&sig=/Xn0sTPIskXPY2zUga%2BlAlp9LJZLsZARw49s0zqyhGY%3D,7cc9eb09-090c-f111-90e2-0ee5bce07997,Glute Bridges: Activate glutes and support lower-back stability—tap to begin.,Activates glutes and improves hip extension strength,Squeeze glutes at the top and maintain a straight line from shoulders to knees,FALSE
28,Fly Jacks,Fly_Jacks.mp4,Fly_Jacks_Thumbnail.png,exercise-videos/Fly_Jacks/Fly_Jacks.mp4,exercise-videos/Fly_Jacks/Fly_Jacks.txt,exercise-videos/Fly_Jacks/Fly_Jacks_Thumbnail.png,00:00:15,Beginner,2026-01-27 17:55:18,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Fly_Jacks/Fly_Jacks.mp4?se=2036-01-25T12%3A25%3A17Z&sp=r&sv=2026-02-06&sr=b&sig=4QZFuGmCLH4ROJ0NGj7h/vaQ8kIT/vsbmT223bnncdM%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Fly_Jacks/Fly_Jacks_Thumbnail.png?se=2036-01-25T12%3A25%3A17Z&sp=r&sv=2026-02-06&sr=b&sig=BAqqpRwZHSnw4QXFlZ4xu/0r8GEEWwGJzwot4rQBU1o%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Fly_Jacks/Fly_Jacks.txt?se=2036-01-25T12%3A35%3A22Z&sp=r&sv=2026-02-06&sr=b&sig=tkkPPzkmy%2BLxuedpYLdZHvKNWH06TiZYi9y4cnHzesA%3D,7dc9eb09-090c-f111-90e2-0ee5bce07997,Fly Jacks: Elevate heart rate with coordinated arm and leg movement—tap to begin.,Encourages postural alignment and low back stability during movement,Breathe steadily and avoid holding your breath during exertion,FALSE
29,Flutter Kicks,Flutter_Kicks.mp4,Flutter_Kicks_Thumbnail.png,exercise-videos/Flutter_Kicks/Flutter_Kicks.mp4,exercise-videos/Flutter_Kicks/Flutter_Kicks.txt,exercise-videos/Flutter_Kicks/Flutter_Kicks_Thumbnail.png,00:00:17,Beginner,2026-01-27 17:55:18,Admin,,,1,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Flutter_Kicks/Flutter_Kicks.mp4?se=2036-01-25T12%3A25%3A17Z&sp=r&sv=2026-02-06&sr=b&sig=OQDlmsiUiiOgOTPEOUwY6dcat3YC%2BHiFsZzcD6scgzc%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Flutter_Kicks/Flutter_Kicks_Thumbnail.png?se=2036-01-25T12%3A25%3A17Z&sp=r&sv=2026-02-06&sr=b&sig=f3AUiIx6FxmETivpgfTH6r8iLC/LmPLpCXy4p%2B17GHg%3D,https://nouriqaicontent.blob.core.windows.net/exercise-videos/Flutter_Kicks/Flutter_Kicks.txt?se=2036-01-25T12%3A35%3A21Z&sp=r&sv=2026-02-06&sr=b&sig=oVkyRfJ3mUnIJsHQ1oyfhsh46V63QaWZVyD4SdnGy9o%3D,7ec9eb09-090c-f111-90e2-0ee5bce07997,Flutter Kicks: Strengthen lower abdominals with controlled leg motion—tap to begin.,Enhances lower body power and coordination in functional tasks,Keep shoulders down and away from ears to prevent neck tension,FALSE
